id,name,location_id,latitude,longitude
901744,Gragnola,2859,44.191069,10.109245
901745,Granaiolo,1694,43.652244,10.945223
901746,Grosseto,3354,42.76728,11.1065
901747,Il Neto,7155,43.839624,11.182656
901748,Laterina,3577,43.496458,11.660573
901749,Bagni Di Lucca,466,44.003447,10.551631
901750,S. Vincenzo,6736,43.100366,10.539823
901751,Montevarchi Terranuova,4584,43.525165,11.563983
901752,Doppio Bivio Montuolo,8039,43.83172,10.428321
901753,Monzone-M.Dei Banchi-Isolano,1586,44.165637,10.123827
901754,Murlo,4707,43.11398,11.400394
901755,Calenzano,1140,43.856429,11.14537
901756,Camaiore Lido Capezzano,8176,43.912176,10.24765
901757,Guardia Mangano Santa Venerina,6905,37.661812,15.169447
901758,Catania Centrale,1875,37.506211,15.099417
901759,Catania Acquicella,1875,37.492765,15.074699
901760,Agnone Di S.,1435,37.305203,15.077155
901761,Brucoli,411,37.272883,15.186876
901762,Motta Camastra,4676,37.890651,15.163764
901763,Caltanissetta Xirbi,1156,37.536296,14.056902
901764,Dirillo,10,37.006569,14.39154
901765,Vittoria,8370,36.958721,14.52499
901766,Donnafugata,6859,36.882055,14.568968
901767,Modica,4271,36.8529,14.754255
901768,S.Teresa Longarini,7214,37.006456,15.246277
901769,Gela-Anic,3122,37.055601,14.284207
901770,Carini Torre Ciachea,1326,38.16149,13.219641
901771,Catenanuova,1886,37.562026,14.688263
901772,Orsa,2162,38.190454,13.119126
901773,Cefalu`,1935,38.03285,14.019526
901774,Mili Marina,4117,38.125758,15.519042
901775,Ponte S.Stefano,7001,38.097147,15.503587
901776,Villabate,8262,38.086094,13.451314
901777,Priolo Soprano,4792,37.092142,14.377888
901778,Ragusa Ibla,5859,36.93133,14.750993
901779,Serradifalco,7121,37.431804,13.883299
901780,Pozzallo,5714,36.733821,14.848708
901781,Sciara A.,7030,37.903207,13.774128
901782,Siracusa,7214,37.068906,15.280896
901783,Sparagogna,1886,37.571355,14.632266
901784,Licata,3658,37.106024,13.938114
901785,Castelluccio Siculo,411,37.302714,15.137547
901786,Torregrotta,7660,38.208376,15.352813
901787,Tommaso Natale,3458,38.190283,13.28819
901788,Piraineto,2162,38.169148,13.14256
901789,Gole Di Alcantara,4676,37.878403,15.176039
901790,Punta Raisi,2162,38.188892,13.110059
901791,Leonforte-Pirato,3628,37.606305,14.376063
901792,S.Flavia,6867,38.0826,13.530625
901793,Acquedolci-S.Fratello,40,38.058459,14.587597
901794,San Giorgio,5222,38.173967,14.94414
901795,Oliveri Tindari,4904,38.128346,15.056573
901796,Palermo Brancaccio,5116,38.093141,13.392508
901797,S.Nicola Di Mazara,1231,37.619257,12.675823
901798,Castelvetrano,1820,37.684977,12.799552
901799,Gallitello,3215,37.857927,12.948785
901800,Cinisi Terrasini,2162,38.155314,13.096673
901801,Cardillo Zen,3458,38.17495,13.296897
901802,Roccapalumba-Alia,6090,37.793751,13.673628
901803,Mimiani-S.Cataldo,6446,37.547382,13.963966
901804,Motta Santa Anastasia,4682,37.460389,14.936912
901805,Militello,4230,37.277194,14.78317
901806,Targia,7214,37.10963,15.245908
901807,Graniti,3308,37.869467,15.208633
901808,Mojo-Alcantara Malvagna,4285,37.896949,15.050228
901809,Racalmuto,5848,37.406065,13.72752
901810,Favarotta,1230,37.20532,13.913217
901811,Ragusa,5859,36.91927,14.725677
901812,S.Paolo,6656,36.840355,15.023799
901813,Campobello Ravanusa,5877,37.265731,13.946251
901814,Palermo Sampolo,5116,38.139247,13.355021
901815,Federico,5116,38.144862,13.344966
901816,Palermo Marittima,5116,38.130732,13.360768
901817,Caltanissetta Centrale,1156,37.48829,14.057396
901818,Castronovo Di Sicilia,1869,37.681193,13.643028
901819,Altavilla M.,185,38.048392,13.554421
901820,Fiumetorto,7030,37.966939,13.774781
901821,Pollina,5584,38.018,14.175943
901822,Santo Stefano Di Camastra,6920,38.01778,14.35104
901823,S.Agata M.,6778,38.073554,14.640622
901824,Brolo Ficarra,990,38.159204,14.830176
901825,Novara Montalbano Furnari,3015,38.121516,15.130702
901826,Barcellona,526,38.14918,15.212499
901827,Milazzo,4226,38.21195,15.244203
901828,Villafranca Tirrena,8275,38.233517,15.42892
901829,Mozia-Birgi,3970,37.884956,12.499016
901830,Terrenove,5355,37.748755,12.480604
901831,Mazara Del Vallo,4041,37.652448,12.594565
901832,Salemi Gibellina,3215,37.806619,12.865517
901833,Castellammare Del Golfo,1714,38.024309,12.912209
901834,Palazzo Reale-Orleans,5116,38.10878,13.353962
901835,Segesta Tempio,1122,37.949585,12.828118
901836,Fulgatore,1056,37.9543,12.686312
901837,Campofranco,1244,37.510105,13.686777
901838,Comitini,2327,37.423806,13.6528
901839,Agrigento Bassa,72,37.319148,13.588094
901840,Valledolmo,7966,37.709073,13.756029
901841,Dittaino,397,37.564605,14.462429
901842,Grammichele,3303,37.209336,14.641256
901843,Mineo,4235,37.24572,14.756907
901844,Palagonia,5099,37.318146,14.892565
901845,Messina Centrale,4117,38.184975,15.561278
901846,Giampilieri,7001,38.080121,15.493863
901847,Scaletta Zanclea,7001,38.04635,15.465376
901848,Roccalumera Mandanici,6082,37.972946,15.391411
901849,Santa Teresa Di Riva,6903,37.946295,15.367682
901850,Mascali,3999,37.765403,15.1942
901851,Campofelice,1240,37.992615,13.876549
901852,Priolo Melilli,5795,37.157951,15.197038
901853,Raddusa Agira,5853,37.544858,14.518863
901854,Randazzo,5864,37.873782,14.950406
901855,Rometta Messinese,8275,38.228455,15.405894
901856,Rosolini,6269,36.81598,14.952955
901857,S.Alessio Siculo Forza D`Agro`,6788,37.923992,15.347322
901858,S.Cataldo,6446,37.469615,13.997659
901859,Petrosino Strasatti,5355,37.725466,12.509434
901860,Bicocca,1875,37.460617,15.044594
901861,Montemaggiore,4528,37.859037,13.693193
901862,Francavilla,2966,37.899892,15.132812
901863,Francia,5116,38.155233,13.321938
901864,Furci,3013,37.961714,15.380022
901865,Gaggi,3029,37.858532,15.225095
901866,Galati,7001,38.104511,15.505313
901867,Niscemi,4792,37.145,14.403471
901868,Nizza Di Sicilia,4794,37.996937,15.412334
901869,Noto,4827,36.88247,15.074523
901870,Palermo Notarbartolo,5116,38.132261,13.341572
901871,Pace Del Mela,5045,38.202459,15.312676
901872,Paceco,5046,37.991354,12.550844
901873,Pachino,5048,36.710144,15.094661
901874,Palermo Centrale,5116,38.109187,13.367515
901875,Torre Del Lauro,40,38.041045,14.521179
901876,Trabia,7693,37.996408,13.65567
901877,Trapani,7704,38.017092,12.518814
901878,Trappeto,7705,38.065089,13.036873
901879,Tremestieri,4117,38.150323,15.535528
901880,Tusa,7849,38.007989,14.256693
901881,Vallelunga,7972,37.691542,13.846428
901882,Contesse,4117,38.16193,15.544717
901883,Letojanni,3645,37.877581,15.303128
901884,Libertinia,1646,37.545615,14.591893
901885,Marausa,5046,37.92647,12.504113
901886,Marcatobianco,155,37.717381,13.719922
901887,Marianopoli,3952,37.623011,13.898901
901888,Marsala,3970,37.793514,12.443174
901889,Marzamemi,5048,36.7309,15.111238
901890,Megara G.,5795,37.193164,15.183205
901891,Messina Marittima,4117,38.14988,15.534997
901892,Milo,4233,37.996862,12.577749
901893,Delia,2572,37.317685,13.914687
901894,Enna,2669,37.581134,14.289579
901895,Falconara,3658,37.113529,14.052516
901896,Falcone,2721,38.119573,15.080467
901897,Piana Del Signore,3122,37.056089,14.304292
901898,Venetico,8064,38.216502,15.367076
901899,Vespri,5116,38.101996,13.362701
901900,Villalba,8280,37.668526,13.885155
901901,Villarosa,8324,37.567205,14.200464
901902,Vituso,4792,37.160465,14.451623
901903,Vizzini,8380,37.182566,14.729457
901904,Zappulla,1367,38.116962,14.703086
901905,Portiere Stella,4682,37.450341,14.890175
901906,Porto Empedocle,5676,37.291539,13.537862
901907,Spadafora,7312,38.221922,15.377196
901908,Taormina,7439,37.845429,15.282584
901909,Gerbini,5217,37.473138,14.845822
901910,Isola Delle Femmine,3458,38.194784,13.250188
901911,S.Filippo-S.Lucia,5045,38.198143,15.288334
901912,S.Lorenzo Colli,5116,38.16292,13.316449
901913,San Marco D`Alunzio T.,7662,38.094202,14.675909
901914,San Martino Piana,4682,37.455701,14.996912
901915,Acate,10,36.996592,14.42545
901916,Acireale,23,37.600514,15.163697
901917,Acquaviva,39,37.570258,13.674927
901918,Agrigento Centrale,72,37.309051,13.584412
901919,Alcamo,135,37.93891,12.926125
901920,Alcamo Diramazione,135,37.978894,12.915916
901921,Alcantara,1121,37.82145,15.251158
901922,Ali` Terme,154,38.013952,15.435184
901923,Aragona Caldare,2327,37.381097,13.636837
901924,Augusta,411,37.24334,15.218628
901925,Avola,434,36.907434,15.125733
901926,Bagheria,458,38.089905,13.507215
901927,Canicatti`,1289,37.359879,13.855395
901928,Cannizzaro,20,37.54711,15.129698
901929,Capaci,1326,38.171794,13.232398
901930,Capo D`Orlando-Naso,1339,38.157941,14.744844
901931,Carini,1429,38.147696,13.186624
901932,Caronia,1448,38.034475,14.443761
901933,Carruba,3210,37.694344,15.196143
901934,Cassibile,434,36.962581,15.191895
901935,Castelbuono,1685,38.014606,14.108578
901936,Casteldaccia,1689,38.060474,13.536867
901937,Castiglione Di Sicilia,1840,37.88674,15.097013
901938,Castrofilippo,1866,37.363751,13.780842
901939,Cerda,1991,37.953964,13.78447
901940,Bruca,1122,37.946836,12.793178
901941,Buonfornello,1991,37.972052,13.816408
901942,Butera,1066,37.145078,14.171691
901943,Comiso,2326,36.947184,14.60037
901944,Comitini Zolfare,2327,37.409955,13.661007
901945,Scicli,7031,36.789939,14.698759
901946,Scordia,7043,37.294595,14.851219
901947,Sferro,1886,37.502031,14.792131
901948,Siracusa M.,7214,37.057888,15.293258
901949,Spagnuola,3970,37.83631,12.477051
901950,Terme Vigliatore,7493,38.133588,15.164396
901951,Termini Imerese,7495,37.980132,13.703631
901952,Fiera,5116,38.144004,13.351336
901953,Fildidonna,7043,37.310867,14.808848
901954,Fiumefreddo Di Sicilia,2855,37.795247,15.205615
901955,Partinico,5202,38.05857,13.108956
901956,Passomartino,3626,37.396391,15.009698
901957,Patti-San Piero Patti,5222,38.146905,14.975331
901958,Gela,3122,37.07283,14.259461
901959,Genisi,2326,36.882562,14.623413
901960,Giachery,5116,38.138135,13.355856
901961,Giarre Riposto,3210,37.730346,15.193386
901962,Giojosa Marea,3233,38.175149,14.894794
901963,Grotte,3361,37.409848,13.702717
901964,Imera,8324,37.533814,14.125165
901965,Ispica,3470,36.77804,14.914315
901966,Lascari,3572,38.011672,13.928633
901967,Lentini,3626,37.300916,14.99758
901968,Lentini Diramazione,3626,37.340009,14.98141
901969,Lercara Bassa,3633,37.737639,13.633053
901970,Balestrate,492,38.053364,13.007374
901971,S.Nicola T.,7693,38.015817,13.612755
901972,S.Oliva,3658,37.15773,13.901587
901973,Sampieri,7031,36.73188,14.744577
901974,Calatabiano,1121,37.814684,15.226568
901975,Calatafimi,1122,37.938858,12.856156
901976,Caltagirone,1155,37.225276,14.521165
901977,Cammarata S.Giovanni Gemini,6540,37.653759,13.673791
901978,Campobello Di Mazara,1231,37.636256,12.733165
901979,Policoro Tursi,5573,40.207304,16.688819
901980,Albano Di Lucania,104,40.574707,16.021247
901981,Acquafredda,26,40.035527,15.671846
901982,Maratea,3926,39.995028,15.70975
901983,Marconia,7012,40.316896,16.752317
901984,Metaponto,672,40.368496,16.815176
901985,Filiano,2811,40.837161,15.752285
901986,Forenza,2913,40.866839,15.725331
901987,Bella Muro,508,40.700914,15.542936
901988,Salandra,6350,40.583446,16.351564
901989,Monticchio,4586,40.923923,15.539231
901990,Calciano,1126,40.595117,16.202526
901991,Campomaggiore,1252,40.550772,16.086766
901992,Potenza Superiore,5705,40.64586,15.800966
901993,Rionero Atella Ripacandita,5981,40.922066,15.678699
901994,Picerno,5405,40.640122,15.641612
901995,Pietragalla,5428,40.753314,15.79211
901996,Pisticci,5512,40.420848,16.552181
901997,Trivigno,7818,40.588598,15.997824
901998,Bernalda,672,40.397616,16.682281
901999,Balvano R.,500,40.649993,15.495304
902000,Tiera,5705,40.697817,15.819279
902001,Marina Di Maratea,3926,39.959512,15.735953
902002,Monteverde,4586,40.967691,15.568502
902003,Barile,556,40.943044,15.670959
902004,Potenza Centrale,5705,40.629469,15.806808
902005,Baragiano,508,40.695213,15.569206
902006,Scanzano J. Montalbano J.,7012,40.25362,16.705192
902007,Nova Siri Rotondella,6053,40.130311,16.644044
902008,Rapone Ruvo S.Fele,1145,40.88802,15.47373
902009,Pisciolo,4586,41.018914,15.565446
902010,Tito,7549,40.607321,15.698194
902011,Lagonegro,3533,40.120325,15.7627
902012,Melfi,4072,40.989871,15.646895
902013,Castel Lagopesole,2811,40.787682,15.758093
902014,Avigliano Lucania,430,40.714667,15.785619
902015,Leonessa,3627,41.062304,15.595094
902016,Possidente,2811,40.781144,15.777104
902017,S. Nicola Di Melfi,4072,41.073281,15.677602
902018,Venosa - Maschito,8083,40.979136,15.846171
902019,Palazzo S.Gervasio - Montemil.,5108,40.93929,15.98982
902020,Vaglio Basilicata,7894,40.656322,15.880105
902021,Brindisi Di Montagna,977,40.611991,15.955795
902022,Grassano,3313,40.593317,16.241049
902023,Ferrandina,2772,40.516566,16.475276
902024,Calitri Pescopagano,1145,40.884932,15.427962
902025,S.Tommaso Del Piano,5873,40.900403,15.503719
902026,Gravina In Puglia,3321,40.825216,16.418926
902027,Palagiano Mottola,5098,40.601744,17.065478
902028,Monteiasi,4509,40.523852,17.361457
902029,Margherita Di Sav./Ofantino,3947,41.343,16.136024
902030,Minervino Murge,4239,41.081788,16.074974
902031,Brindisi Marittima,976,40.633543,17.94863
902032,Candida,1282,41.346664,15.996588
902033,Castellaneta Marina,5098,40.481111,16.965434
902034,Troia Castelluccio Sauri,1760,41.319829,15.421123
902035,Chieuti Serracapriola,2109,41.921962,15.156645
902036,Amendola,1388,41.518025,15.732569
902037,Frattarolo,3898,41.58364,15.861727
902038,Manfredonia,3898,41.623046,15.908142
902039,Trinitapoli S.Ferdin. Di P.,7808,41.349677,16.090839
902040,Fasano,2747,40.851753,17.3859
902041,Carovigno,1452,40.737337,17.683791
902042,S.Vito Dei Normanni,6744,40.650352,17.818585
902043,Squinzano,7350,40.439266,18.046097
902044,Ordona,4945,41.315006,15.620567
902045,Rocchetta S.Ant.Lac.,1277,41.1518,15.53295
902046,Canne Della Battaglia,6488,41.294583,16.146169
902047,Acquaviva Delle Fonti,37,40.892806,16.839826
902048,Francavilla Fontana,2967,40.523145,17.584714
902049,Bari S. Spirito,734,41.159653,16.746324
902050,Rignano Garganico,5965,41.579344,15.490229
902051,Grottaglie,3357,40.528989,17.424503
902052,Altamura,181,40.837666,16.551739
902053,Apricena,289,41.77664,15.387809
902054,Ascoli Satriano,385,41.219859,15.547828
902055,Bari Palese Macchie,4274,41.151583,16.766902
902056,Bari S.Andrea,542,41.105467,16.830255
902057,Bari S.Giorgio,7804,41.093779,16.950084
902058,Bisceglie,727,41.235445,16.499484
902059,Bitetto Palo Del Colle,733,41.041481,16.74053
902060,Bovino Deliceto,912,41.27835,15.369255
902061,Candela,1277,41.151439,15.533163
902062,Canosa Di Puglia,1304,41.218556,16.053906
902063,Casal Sabini,181,40.799021,16.647908
902064,Cerignola,2007,41.315664,15.897298
902065,Cervaro,2036,41.397604,15.595704
902066,Brindisi,976,40.634339,17.938978
902067,Cisternino,2188,40.816652,17.456899
902068,Siponto,3898,41.61296,15.895572
902069,Spinazzola,7331,40.953396,16.087173
902070,Taranto,7443,40.483727,17.224059
902071,Gioia Del Colle,3229,40.796983,16.916569
902072,Incoronata,1388,41.408174,15.650728
902073,Latiano,3579,40.558074,17.717629
902074,Lecce,3605,40.34566,18.165724
902075,Barletta,559,41.315227,16.278867
902076,Bellavista,7357,40.517077,17.176892
902077,S. Pietro Vernotico,6688,40.48902,18.000716
902078,San Severo,6720,41.684512,15.392567
902079,Sannicandro Di Bari,6769,40.958821,16.753771
902080,Santuario Incoronata,4945,41.370726,15.605748
902081,Santeramo,6912,40.8026,16.76403
902082,Posto Movimento Ripalta,3639,41.895706,15.27507
902083,Modugno Citta`,4274,41.086437,16.779596
902084,Molfetta,4292,41.196008,16.596793
902085,Monopoli,4359,40.952017,17.292455
902086,Oria,4949,40.508167,17.646534
902087,Ortanova,4975,41.350441,15.732059
902088,Ostuni,5023,40.752356,17.580809
902089,Palagianello,5097,40.610906,16.975202
902090,Palagiano Chiatona,5098,40.516998,17.059217
902091,Trani,7702,41.272693,16.417646
902092,Trepuzzi,7744,40.40964,18.076902
902093,Tuturano,6688,40.550726,17.979016
902094,Massafra,4021,40.582968,17.107899
902095,Mesagne,4111,40.563203,17.802082
902096,Cozze,5574,41.017835,17.159396
902097,Egnazia,4359,40.901727,17.329607
902098,Bari Parco Nord,542,41.123916,16.837018
902099,Bari Torre A Mare,4812,41.082637,16.995772
902100,Villa Castelli,8229,40.523377,17.476149
902101,Polignano A Mare,5574,40.990926,17.218676
902102,Ponte Albanito,1760,41.35148,15.532976
902103,Ginosa,3226,40.429201,16.890968
902104,Giovinazzo,3235,41.180968,16.669346
902105,Grumo Appula,3371,41.01199,16.718777
902106,Poggio Imperiale,5543,41.805561,15.35707
902107,Poggiorsini,5559,40.935221,16.266897
902108,Bari Parco Sud,7804,41.111822,16.914736
902109,Mola Di Bari,4289,41.057227,17.080919
902110,Nasisi,7443,40.50791,17.257802
902111,Foggia,2869,41.466,15.555816
902112,Praja Ajeta Tortora,5730,39.900832,15.780628
902113,Reggio Di Calabria Catona,8249,38.185806,15.641205
902114,Riace,5946,38.389178,16.528152
902115,Rocca Imperiale,6053,40.100043,16.615742
902116,Saline Di Reggio,6132,37.938677,15.710664
902117,Scilla,7034,38.251202,15.710886
902118,Simeri Crichi,7205,38.883068,16.716122
902119,Tarsia,7448,39.653552,16.24293
902120,Reggio Calabria Lido,5904,38.117668,15.649171
902121,R.C.Aeroporto,5904,38.073039,15.642301
902122,Fiumefreddo Bruzio,2854,39.246369,16.059012
902123,Francavilla Angitola F.,2963,38.778074,16.215215
902124,Fuscaldo,3018,39.409692,16.011475
902125,Gabella Grande,2512,39.146447,17.10991
902126,Gizzeria Lido,3254,38.933446,16.212563
902127,Grisolia S.Maria,3342,39.739731,15.821072
902128,Guardavalle,3386,38.480266,16.578923
902129,Guardia Piemontese Terme,3390,39.464259,15.979237
902130,Lamezia Terme Nicastro,3548,38.966779,16.320043
902131,Lamezia Terme Sambiase,3548,38.959927,16.284962
902132,Locri,3712,38.233154,16.264787
902133,Longobardi,3738,39.211493,16.061261
902134,Marcellina Verbicaro Orsomarso,6883,39.766974,15.822665
902135,Marcellinara,3931,38.923103,16.466939
902136,Marina Di San Lorenzo,4079,37.919844,15.826365
902137,Mirto Crosia,2510,39.604876,16.777366
902138,Monasterace Stilo,4319,38.437591,16.574444
902139,Mongrassano Cervicati,4353,39.538462,16.222511
902140,Montepaone - Montauro,3101,38.728548,16.541944
902141,Motta San Giovanni Lazzaro,4681,37.976978,15.659977
902142,Nicotera,4788,38.549328,15.933749
902143,Nocera Tirinese,4802,39.015913,16.119677
902144,Palizzi,5143,37.91881,15.986405
902145,Palmi,5152,38.364914,15.84438
902146,Paola,5175,39.359442,16.033093
902147,Pietrapaola,5433,39.540121,16.860819
902148,Scalea S.Domenica Talao,6999,39.8083,15.80139
902149,Lamezia Terme Centrale,3548,38.921347,16.255577
902150,Cutro,2552,39.02593,16.963809
902151,Gioia Tauro,3231,38.423436,15.897516
902152,S.Lucido Marina,6587,39.313203,16.045546
902153,Sibari,8312,39.749863,16.456922
902154,S.Andrea Dell`Jonio,6795,38.620097,16.553449
902155,Montalto Rose,6261,39.407213,16.247291
902156,Catanzaro,1885,38.896222,16.599081
902157,Villa S.Giovanni Mare,8249,38.220912,15.632912
902158,Joppolo,3492,38.580318,15.897025
902159,Bagnara,460,38.282695,15.800327
902160,Villa S.G.Cannitello,1222,38.23409,15.653246
902161,Reggio Di Calabria Gallico,1222,38.165235,15.650716
902162,Santa Domenica,5952,38.663764,15.859822
902163,Mileto,4228,38.577082,16.060041
902164,Monte Giordano,6263,40.040812,16.597907
902165,Villapiana Torre Cerchiara,8312,39.790568,16.479497
902166,Corigliano Calabro,2385,39.628223,16.514949
902167,Mandatoriccio Campana,1424,39.525442,16.893125
902168,Isola Capo Rizzuto,2512,39.043084,17.071764
902169,Catanzaro Lido,1885,38.821788,16.612975
902170,Soverato,7302,38.684339,16.549416
902171,S.Caterina Dell`Jonio,6852,38.530452,16.571093
902172,Gioiosa Jonica,3955,38.300812,16.332501
902173,Brancaleone,924,37.965475,16.103301
902174,Bova Marina,906,37.930269,15.923897
902175,Melito Di Porto Salvo,4079,37.916732,15.780816
902176,Reggio Di Calabria S.Gregorio,5904,38.061274,15.652053
902177,Spezzano Albanese Terme,7322,39.707307,16.287599
902178,S.Marco Roggiano,6131,39.605223,16.208776
902179,Castiglione Cosentino,1831,39.35542,16.244388
902180,Feroleto Antica Pianopoli,5390,38.938255,16.36622
902181,Bivio Pantani,5175,39.346697,16.046631
902182,Villa San Giovanni,8249,38.216638,15.634336
902183,Parghelia,5187,38.683341,15.925042
902184,Pizzo,5520,38.726323,16.150615
902185,Reggio Calabria Centrale,5904,38.103884,15.635844
902186,Reggio Calabria Marittima,5904,38.121947,15.647886
902187,Reggio Di Calabria Pellaro,4681,38.02561,15.650064
902188,Ricadi,5952,38.630676,15.839848
902189,Roccabernarda,6066,38.942165,16.900439
902190,Roccella Jonica,6107,38.322043,16.406917
902191,Rosarno,6255,38.488593,15.970149
902192,Roseto Capo Spulico,6263,39.972412,16.620275
902193,Rossano,5162,39.603005,16.640859
902194,S.Nicola Arcella,6645,39.850764,15.793165
902195,S.Pietro A Maida,6667,38.867817,16.276306
902196,San Leonardo Di Cutro,2552,38.954221,16.964409
902197,Sangineto,6765,39.592487,15.863973
902198,Santa Maria Di Catanzaro,1885,38.864988,16.605785
902199,Sellia Marina,7073,38.903666,16.764788
902200,Settingiano,7170,38.903198,16.510832
902201,Siderno,7187,38.2708,16.302
902202,Squillace,7349,38.77705,16.570418
902203,Strongoli,7391,39.228139,17.108256
902204,Thurio,2385,39.69651,16.474098
902205,Torano Lattarico,7571,39.49455,16.210509
902206,Torre Melissa,2177,39.304391,17.108402
902207,Trebisacce,7721,39.865561,16.532173
902208,Tropea,7828,38.672302,15.894568
902209,Vibo Marina,6845,38.713731,16.120199
902210,Vibo Valenzia Pizzo,6845,38.714593,16.139887
902211,Villa S. Giovanni Bolano,8249,38.200739,15.635099
902212,Villapiana Lido,8312,39.811234,16.490988
902213,Zambrone,8413,38.712738,15.976204
902214,Acquappesa,31,39.48648,15.955992
902215,Acri Bisignano Luzzi,3808,39.441389,16.245177
902216,Africo Nuovo,53,38.053759,16.144283
902217,Amantea,209,39.134353,16.068448
902218,Amendolara Oriolo,219,39.933731,16.60308
902219,Ardore,323,38.175698,16.207311
902220,Badolato,456,38.572268,16.567646
902221,Belmonte Calabro,629,39.164427,16.064515
902222,Belvedere Marittimo,639,39.616549,15.853039
902223,Bianco,700,38.089072,16.153348
902224,Bivio Settimo,5928,39.381416,16.222002
902225,Botricello,900,38.933943,16.857433
902226,Bovalino,907,38.149087,16.180584
902227,Briatico,968,38.725447,16.025765
902228,Calopezzati,1151,39.579022,16.819361
902229,Campora S.Giov. Serra Aiello,7114,39.068402,16.09102
902230,Capo Bonifati,808,39.558342,15.874052
902231,Capo Spartivento,924,37.924778,16.058342
902232,Cariati,1424,39.496884,16.952018
902233,Cassano All`Ionio,1599,39.726326,16.35218
902234,Caulonia,1890,38.343785,16.467278
902235,Cetraro,2072,39.512553,15.939263
902236,Cirella Majera`,2587,39.708556,15.812289
902237,Ciro',2176,39.368701,17.116997
902238,Condofuri,2345,37.92761,15.874952
902239,Cosenza,2442,39.318386,16.260955
902240,Cropani,2509,38.921968,16.813562
902241,Crotone,2512,39.0845,17.108418
902242,Crucoli,2516,39.449588,17.040718
902243,Diamante Buonvicino,2587,39.67701,15.824278
902244,Eccellente,2963,38.809696,16.232598
902245,Falerna,2723,38.970726,16.14991
902246,Favazzina,7034,38.258742,15.756625
902247,Ferruzzano,2783,38.016304,16.134486
902248,Pagani,5083,40.74654,14.616996
902249,Contursi Terme,2361,40.630046,15.235486
902250,Bivio S.Lucia (Na),4801,40.742888,14.682744
902251,Bagnoli Agnano Terme,5829,40.819444,14.166694
902252,Albanova,1551,40.996117,14.128596
902253,Valle Di Maddaloni,7959,41.087558,14.426049
902254,Galdo,5345,40.569272,15.355627
902255,Montesano Buonabitacolo,1039,40.286725,15.653794
902256,Sassano Teggiano,6348,40.368687,15.604818
902257,Casalnuovo,1531,40.915559,14.35296
902258,Buccino S.,1023,40.600806,15.374199
902259,Paestum,1325,40.421691,15.014915
902260,Torchiara,7575,40.315916,15.041267
902261,Napoli Piazza Leopardi,4721,40.82397,14.199117
902262,Piazza Cavour,4721,40.855248,14.255175
902263,Vairano,1102,41.317446,14.104022
902264,Sparanise,7314,41.185707,14.092954
902265,Maddaloni Inferiore,3823,41.035954,14.380504
902266,Gricignano,3335,40.998742,14.241657
902267,Amorosi Melizzano,1634,41.173509,14.470759
902268,Ponte Casalduni,5613,41.214169,14.696458
902269,Paduli,5080,41.146232,14.838878
902270,Montecalvo Buonalbergo Casalb.,1040,41.2211,14.9795
902271,Telese Cerreto,7474,41.211709,14.526165
902272,Fragneto Monforte,2959,41.247292,14.76486
902273,Pescosannita Fragneto L`Abate,5332,41.236154,14.788527
902274,Pietrelcina,5442,41.18865,14.832469
902275,Benevento Porta Rufina,649,41.123564,14.784315
902276,Altavilla Irpina,184,41.015265,14.782833
902277,Tufo,7835,41.013853,14.815962
902278,Prata Pratola,5745,40.988509,14.842666
902279,Fratte Villa Comunale,6366,40.697895,14.779252
902280,Montemiletto,4537,40.993606,14.920685
902281,Castelvetere,5219,40.952072,15.011348
902282,Morra De Sanctis Teora,4657,40.890563,15.239328
902283,Sanzano Occhino,7484,40.8869,15.27783
902284,Palma S.Gennaro,6502,40.864149,14.540472
902285,Castel S.Giorgio Roccapiemonte,1667,40.758713,14.692352
902286,Valle Di Mercato S.Severino,1667,40.776365,14.722362
902287,Napoli S.Giov.Barra,6513,40.831269,14.307811
902288,Portici- Ercolano,2680,40.809907,14.335809
902289,Vietri Sul Mare,8198,40.674996,14.726829
902290,Pontecagnano,5627,40.641033,14.870272
902291,Campagna Serre Persano,2656,40.595667,15.113986
902292,Sicignano Degli Alburni,7184,40.605454,15.290904
902293,Atena,402,40.456676,15.536094
902294,Rutino,6320,40.29259,15.104561
902295,Vallo Della Luc. Castelnuovo,7983,40.233316,15.266511
902296,S.Giuseppe Vesuviano,6560,40.834058,14.502954
902297,Romagnano V.,6215,40.610041,15.447651
902298,S.Michele Di Serino,6637,40.874511,14.853445
902299,Serino,7107,40.858838,14.860182
902300,Taurasi,7454,40.980838,14.965804
902301,Giugliano Qualiano,5820,40.935018,14.10378
902302,Mercatello,1023,40.606491,15.38979
902303,Arbostella,508,40.677263,15.623814
902304,S.Angelo Dei Lombardi,3678,40.890372,15.161478
902305,S.Antimo S.Arpino,6826,40.949188,14.247415
902306,S.Croce Del Sannio,6860,41.37114,14.705455
902307,Pianerottolo Di Ariano,6983,41.188984,15.145482
902308,Pietrarsa,6513,40.822433,14.32058
902309,Benevento,649,41.141901,14.769998
902310,Montefalcione,4475,40.951114,14.886432
902311,Montefredane,4494,40.951143,14.827771
902312,Montella,4521,40.845175,15.032758
902313,Montemarano,4531,40.900728,15.039506
902314,Frasso T. Dugenta,2649,41.137244,14.459459
902315,Frattamaggiore,2988,40.940018,14.263676
902316,Fratte,5256,40.705637,14.778362
902317,Nocera Inferiore,4800,40.745318,14.635346
902318,Nocera Inferiore Mercato,4800,40.745668,14.649129
